"|","|__name","|__party","|__rank","|__title","|__thomas","|__bioguide","|__chamber"
"","Tim Kaine","minority","4","","02176","K000384",""
"","Benjamin L. Cardin","minority","5","Ex Officio","00174","C000141",""
"SSFR06","Marco Rubio","majority","1","Chairman","02084","R000595",""
"","Ron Johnson","majority","2","","02086","J000293",""
"","Jeff Flake","majority","3","","01633","F000444",""
"","Cory Gardner","majority","4","","01998","G000562",""
"","Johnny Isakson","majority","5","","01608","I000055",""
"","Bob Corker","majority","6","Ex Officio","01825","C001071",""
"","Robert Menendez","minority","1","Ranking Member","00791","M000639",""
"","Tom Udall","minority","2","","01567","U000039",""
"","Jeanne Shaheen","minority","3","","01901","S001181",""
"","Tim Kaine","minority","4","","02176","K000384",""
"","Benjamin L. Cardin","minority","5","Ex Officio","00174","C000141",""
"SSFR07","James E. Risch","majority","1","Chairman","01896","R000584",""
"","Marco Rubio","majority","2","","02084","R000595",""
"","Ron Johnson","majority","3","","02086","J000293",""
"","Todd Young","majority","4","","02019","Y000064",""
"","Rob Portman","majority","5","","00924","P000449",""
"","Bob Corker","majority","6","Ex Officio","01825","C001071",""
"","Tim Kaine","minority","1","Ranking Member","02176","K000384",""
"","Robert Menendez","minority","2","","00791","M000639",""
"","Christopher Murphy","minority","3","Ranking Member","01837","M001169",""
"","Cory A. Booker","minority","4","","02194","B001288",""
"","Benjamin L. Cardin","minority","5","Ex Officio","00174","C000141",""
"SSFR09","Jeff Flake","majority","1","Chairman","01633","F000444",""
"","Todd Young","majority","2","","02019","Y000064",""
"","John Barrasso","majority","3","","01881","B001261",""
"","Johnny Isakson","majority","4","","01608","I000055",""
"","Rand Paul","majority","5","","02082","P000603",""
"","Bob Corker","majority","6","Ex Officio","01825","C001071",""
"","Cory A. Booker","minority","1","Ranking Member","02194","B001288",""
"","Christopher A. Coons","minority","2","","01984","C001088",""
"","Tom Udall","minority","3","","01567","U000039",""
"","Jeff Merkley","minority","4","","01900","M001176",""
"","Benjamin L. Cardin","minority","5","Ex Officio","00174","C000141",""
"SSFR14","Johnny Isakson","majority","1","Chairman","01608","I000055",""
"","James E. Risch","majority","2","","01896","R000584",""
"","Marco Rubio","majority","3","","02084","R000595",""
"","Rob Portman","majority","4","","00924","P000449",""
"","Rand Paul","majority","5","","02082","P000603",""
"","Bob Corker","majority","6","Ex Officio","01825","C001071",""
"","Jeanne Shaheen","minority","1","Ranking Member","01901","S001181",""
"","Christopher A. Coons","minority","2","","01984","C001088",""
"","Cory A. Booker","minority","3","","02194","B001288",""
"","Tom Udall","minority","4","","01567","U000039",""
"","Benjamin L. Cardin","minority","5","Ex Officio","00174","C000141",""
"SSFR15","Todd Young","majority","1","Chairman","02019","Y000064",""
"","Jeff Flake","majority","2","","01633","F000444",""
"","Cory Gardner","majority","3","","01998","G000562",""
"","John Barrasso","majority","4","","01881","B001261",""
"","Rob Portman","majority","5","","00924","P000449",""
"","Bob Corker","majority","6","Ex Officio","01825","C001071",""
"","Jeff Merkley","minority","1","Ranking Member","01900","M001176",""
"","Tom Udall","minority","2","","01567","U000039",""
"","Christopher A. Coons","minority","3","","01984","C001088",""
"","Edward J. Markey","minority","4","","00735","M000133",""
"","Benjamin L. Cardin","minority","5","Ex Officio","00174","C000141",""
"SSGA","Ron Johnson","majority","1","Chairman","02086","J000293",""
"","John McCain","majority","2","","00754","M000303",""
"","Rob Portman","majority","3","","00924","P000449",""
"","Rand Paul","majority","4","","02082","P000603",""
"","James Lankford","majority","5","","02050","L000575",""
"","Michael B. Enzi","majority","6","","01542","E000285",""
"","John Hoeven","majority","7","","02079","H001061",""
"","Steve Daines","majority","8","","02138","D000618",""
"","Claire McCaskill","minority","1","Ranking Member","01820","M001170",""
"","Thomas R. Carper","minority","2","","00179","C000174",""
"","Jon Tester","minority","3","","01829","T000464",""
"","Heidi Heitkamp","minority","4","","02174","H001069",""
"","Gary C. Peters","minority","5","","01929","P000595",""
"","Margaret Wood Hassan","minority","6","","","H001076",""
"","Kamala D. Harris","minority","7","","","H001075",""
"SSGA01","Rob Portman","majority","1","Chairman","00924","P000449",""
"","James Lankford","majority","2","","02050","L000575",""
"","John McCain","majority","3","","00754","M000303",""
"","Rand Paul","majority","4","","02082","P000603",""
"","Steve Daines","majority","5","","02138","D000618",""
"","Ron Johnson","majority","6","Ex Officio","02086","J000293",""
"","Thomas R. Carper","minority","1","Ranking Member","00179","C000174",""
"","Jon Tester","minority","2","","01829","T000464",""
"","Heidi Heitkamp","minority","3","","02174","H001069",""
"","Gary C. Peters","minority","4","","01929","P000595",""
"","Claire McCaskill","minority","5","Ex Officio","01820","M001170",""
"SSGA18","Rand Paul","majority","1","Chairman","02082","P000603",""
"","James Lankford","majority","2","","02050","L000575",""
"","Michael B. Enzi","majority","3","","01542","E000285",""
"","John Hoeven","majority","4","","02079","H001061",""
"","Ron Johnson","majority","5","Ex Officio","02086","J000293",""
"","Gary C. Peters","minority","1","Ranking Member","01929","P000595",""
"","Margaret Wood Hassan","minority","2","","","H001076",""
"","Kamala D. Harris","minority","3","","","H001075",""
"","Claire McCaskill","minority","4","Ex Officio","01820","M001170",""
"SSGA19","James Lankford","majority","1","Chairman","02050","L000575",""
"","John McCain","majority","2","","00754","M000303",""
"","Rob Portman","majority","3","","00924","P000449",""
"","Michael B. Enzi","majority","4","","01542","E000285",""
"","Steve Daines","majority","5","","02138","D000618",""
"","Ron Johnson","majority","6","Ex Officio","02086","J000293",""
"","Heidi Heitkamp","minority","1","Ranking Member","02174","H001069",""
"","Thomas R. Carper","minority","2","","00179","C000174",""
"","Margaret Wood Hassan","minority","3","","","H001076",""
"","Kamala D. Harris","minority","4","","","H001075",""
"","Claire McCaskill","minority","5","Ex Officio","01820","M001170",""
"SSHR","Lamar Alexander","majority","1","Chairman","01695","A000360",""
"","Michael B. Enzi","majority","2","","01542","E000285",""
"","Richard Burr","majority","3","","00153","B001135",""
"","Johnny Isakson","majority","4","","01608","I000055",""
"","Rand Paul","majority","5","","02082","P000603",""
"","Susan M. Collins","majority","6","","01541","C001035",""
"","Bill Cassidy","majority","7","","01925","C001075",""
"","Todd Young","majority","8","","02019","Y000064",""
"","Orrin G. Hatch","majority","9","","01351","H000338",""
"","Pat Roberts","majority","10","","00968","R000307",""
"","Lisa Murkowski","majority","11","","01694","M001153",""
"","Tim Scott","majority","12","","02056","S001184",""
"","Patty Murray","minority","1","Ranking Member","01409","M001111",""
"","Bernard Sanders","minority","2","","01010","S000033",""
"","Robert P. Casey, Jr.","minority","3","","01828","C001070",""
"","Michael F. Bennet","minority","5","","01965","B001267",""
"","Sheldon Whitehouse","minority","6","","01823","W000802",""
"","Tammy Baldwin","minority","7","","01558","B001230",""
"","Christopher Murphy","minority","8","","01837","M001169",""
"","Elizabeth Warren","minority","9","","02182","W000817",""
"","Tim Kaine","minority","10","","02176","K000384",""
"","Margaret Wood Hassan","minority","11","","","H001076",""
"SSHR09","Rand Paul","majority","1","Chairman","02082","P000603",""
"","Lisa Murkowski","majority","2","","01694","M001153",""
"","Richard Burr","majority","3","","00153","B001135",""
"","Bill Cassidy","majority","4","","01925","C001075",""
"","Todd Young","majority","5","","02019","Y000064",""
"","Orrin G. Hatch","majority","6","","01351","H000338",""
"","Pat Roberts","majority","7","","00968","R000307",""
"","Lamar Alexander","majority","8","Ex Officio","01695","A000360",""
"","Robert P. Casey, Jr.","minority","1","Ranking Member","01828","C001070",""
"","Bernard Sanders","minority","2","","01010","S000033",""
"","Michael F. Bennet","minority","4","","01965","B001267",""
"","Tim Kaine","minority","5","","02176","K000384",""
"","Margaret Wood Hassan","minority","6","","","H001076",""
"","Patty Murray","minority","7","Ex Officio","01409","M001111",""
"SSHR11","Johnny Isakson","majority","1","Chairman","01608","I000055",""
"","Pat Roberts","majority","2","","00968","R000307",""
"","Tim Scott","majority","3","","02056","S001184",""
"","Richard Burr","majority","4","","00153","B001135",""
"","Rand Paul","majority","5","","02082","P000603",""
"","Bill Cassidy","majority","6","","01925","C001075",""
"","Todd Young","majority","7","","02019","Y000064",""
"","Lamar Alexander","majority","8","Ex Officio","01695","A000360",""
"","Robert P. Casey, Jr.","minority","2","","01828","C001070",""
"","Sheldon Whitehouse","minority","3","","01823","W000802",""
"","Tammy Baldwin","minority","4","","01558","B001230",""
"","Christopher Murphy","minority","5","","01837","M001169",""
"","Elizabeth Warren","minority","6","","02182","W000817",""
"","Patty Murray","minority","7","Ex Officio","01409","M001111",""
"SSHR12","Michael B. Enzi","majority","1","Chairman","01542","E000285",""
"","Richard Burr","majority","2","","00153","B001135",""
"","Susan M. Collins","majority","3","","01541","C001035",""
"","Bill Cassidy","majority","4","","01925","C001075",""
"","Todd Young","majority","5","","02019","Y000064",""
"","Orrin G. Hatch","majority","6","","01351","H000338",""
"","Pat Roberts","majority","7","","00968","R000307",""
"","Tim Scott","majority","8","","02056","S001184",""
"","Lisa Murkowski","majority","9","","01694","M001153",""
"","Lamar Alexander","majority","10","Ex Officio","01695","A000360",""
"","Bernard Sanders","minority","1","Ranking Member","01010","S000033",""
"","Michael F. Bennet","minority","2","","01965","B001267",""
"","Sheldon Whitehouse","minority","3","","01823","W000802",""
"","Tammy Baldwin","minority","4","","01558","B001230",""
"","Christopher Murphy","minority","5","","01837","M001169",""
"","Elizabeth Warren","minority","6","","02182","W000817",""
"","Tim Kaine","minority","7","","02176","K000384",""
"","Margaret Wood Hassan","minority","8","","","H001076",""
"","Patty Murray","minority","9","Ex Officio","01409","M001111",""
"SSJU","Chuck Grassley","majority","1","Chairman","00457","G000386",""
"","Orrin G. Hatch","majority","2","","01351","H000338",""
"","Lindsey Graham","majority","3","","00452","G000359",""
"","John Cornyn","majority","4","","01692","C001056",""
"","Mike Lee","majority","5","","02080","L000577",""
"","Ted Cruz","majority","6","","02175","C001098",""
"","Ben Sasse","majority","7","","02289","S001197",""
"","Jeff Flake","majority","8","","01633","F000444",""
"","Mike Crapo","majority","9","","00250","C000880",""
"","Thom Tillis","majority","10","","02291","T000476",""
"","John Kennedy","majority","11","","","K000393",""
"","Dianne Feinstein","minority","1","Ranking Member","01332","F000062",""
"","Patrick J. Leahy","minority","2","","01383","L000174",""
"","Richard J. Durbin","minority","3","","00326","D000563",""
"","Sheldon Whitehouse","minority","4","","01823","W000802",""
"","Amy Klobuchar","minority","5","","01826","K000367",""
"","Christopher A. Coons","minority","7","","01984","C001088",""
"","Richard Blumenthal","minority","8","","02076","B001277",""
"","Mazie K. Hirono","minority","9","","01844","H001042",""
"SSJU01","Mike Lee","majority","1","Chairman","02080","L000577",""
"","Chuck Grassley","majority","2","","00457","G000386",""
"","Orrin G. Hatch","majority","3","","01351","H000338",""
"","Lindsey Graham","majority","4","","00452","G000359",""
"","Thom Tillis","majority","5","","02291","T000476",""
"","Amy Klobuchar","minority","1","Ranking Member","01826","K000367",""
"","Patrick J. Leahy","minority","2","","01383","L000174",""
"","Richard Blumenthal","minority","4","","02076","B001277",""
"SSJU04","John Cornyn","majority","1","Chairman","01692","C001056",""
"","Thom Tillis","majority","2","","02291","T000476",""
"","John Kennedy","majority","3","","","K000393",""
"","Chuck Grassley","majority","4","","00457","G000386",""
"","Ted Cruz","majority","5","","02175","C001098",""
"","Jeff Flake","majority","6","","01633","F000444",""
"","Mike Crapo","majority","7","","00250","C000880",""
"","Mike Lee","majority","8","","02080","L000577",""
"","Richard J. Durbin","minority","1","Ranking Member","00326","D000563",""
"","Dianne Feinstein","minority","2","","01332","F000062",""
"","Patrick J. Leahy","minority","3","","01383","L000174",""
"","Amy Klobuchar","minority","4","","01826","K000367",""
"","Richard Blumenthal","minority","6","","02076","B001277",""
